country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Bahrain,BHR,17-02-2021,,257580,,,7712,,15.14,,4532,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,18-02-2021,,263422,,,7712,,15.48,,4532,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,19-02-2021,,268273,,,7712,,15.77,,4532,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,20-02-2021,,271749,,,7712,,15.97,,4532,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,21-02-2021,,274960,,,7712,,16.16,,4532,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,22-02-2021,,278222,,,7712,,16.35,,4532,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,23-02-2021,,281425,,,7712,,16.54,,4532,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,24-02-2021,,284948,,,7712,,16.75,,4532,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,25-02-2021,,290103,,,7712,,17.05,,4532,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,26-02-2021,,292917,,,7712,,17.21,,4532,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,27-02-2021,,295296,,,7712,,17.35,,4532,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,28-02-2021,,298171,,,7712,,17.52,,4532,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,01-03-2021,,301103,,,7712,,17.7,,4532,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,02-03-2021,,302671,,,7712,,17.79,,4532,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,03-03-2021,,303962,,,7712,,17.86,,4532,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,04-03-2021,,305619,,,7712,,17.96,,4532,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,05-03-2021,,307142,,,7712,,18.05,,4532,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,06-03-2021,506519,307145,199374,,7712,29.77,18.05,11.72,4532,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,07-03-2021,509907,308465,201442,3388,7094,29.97,18.13,11.84,4169,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,08-03-2021,512420,309741,202679,2513,6352,30.11,18.2,11.91,3733,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,09-03-2021,514559,310644,203915,2139,5556,30.24,18.26,11.98,3265,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,10-03-2021,517901,311829,206072,3342,4931,30.44,18.33,12.11,2898,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,11-03-2021,520429,312104,208325,2528,4191,30.58,18.34,12.24,2463,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,12-03-2021,522344,312119,210225,1915,3362,30.7,18.34,12.35,1976,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,13-03-2021,534625,322508,212117,12281,4015,31.42,18.95,12.47,2360,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,14-03-2021,551197,337016,214181,16572,5899,32.39,19.81,12.59,3467,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,15-03-2021,566796,349970,216826,15599,7768,33.31,20.57,12.74,4565,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,16-03-2021,580539,361241,219298,13743,9426,34.12,21.23,12.89,5540,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,17-03-2021,597446,374873,222573,16907,11364,35.11,22.03,13.08,6678,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,18-03-2021,613946,386426,227520,16500,13360,36.08,22.71,13.37,7852,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,19-03-2021,626751,396356,230395,12805,14915,36.83,23.29,13.54,8765,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,20-03-2021,640104,407322,232782,13353,15068,37.62,23.94,13.68,8855,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,21-03-2021,653236,417364,235872,13132,14577,38.39,24.53,13.86,8567,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,22-03-2021,667155,428240,238915,13919,14337,39.21,25.17,14.04,8426,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,23-03-2021,680081,439433,240648,12926,14220,39.97,25.82,14.14,8357,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,24-03-2021,694679,452551,242128,14598,13890,40.83,26.6,14.23,8163,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,25-03-2021,707980,464040,243940,13301,13433,41.61,27.27,14.34,7894,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,26-03-2021,717408,471927,245481,9428,12951,42.16,27.73,14.43,7611,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,27-03-2021,724001,478094,245907,6593,11985,42.55,28.1,14.45,7043,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,28-03-2021,735717,487640,248077,11716,11783,43.24,28.66,14.58,6925,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,29-03-2021,747008,496492,250516,11291,11408,43.9,29.18,14.72,6704,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,30-03-2021,755549,502541,253008,8541,10781,44.4,29.53,14.87,6336,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,31-03-2021,766317,510877,255440,10768,10234,45.04,30.02,15.01,6014,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,01-04-2021,775196,517603,257593,8879,9602,45.56,30.42,15.14,5643,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,02-04-2021,782530,522955,259575,7334,9303,45.99,30.73,15.25,5467,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,03-04-2021,797924,527339,270585,15394,10560,46.89,30.99,15.9,6206,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bangladesh,BGD,26-01-2021,0,0,,,,0,0,,,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/vpr/Covid-19-Vaccination-Update-3-4-2021.pdf
Bangladesh,BGD,27-01-2021,26,26,,26,26,0,0,,0,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/vpr/Covid-19-Vaccination-Update-3-4-2021.pdf
Bangladesh,BGD,28-01-2021,567,567,,541,284,0,0,,2,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/vpr/Covid-19-Vaccination-Update-3-4-2021.pdf
Bangladesh,BGD,29-01-2021,,,,,1209,,,,7,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/vpr/Covid-19-Vaccination-Update-3-4-2021.pdf
Bangladesh,BGD,30-01-2021,,,,,1671,,,,10,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/vpr/Covid-19-Vaccination-Update-3-4-2021.pdf
Bangladesh,BGD,31-01-2021,,,,,1949,,,,12,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/vpr/Covid-19-Vaccination-Update-3-4-2021.pdf
Bangladesh,BGD,01-02-2021,,,,,2134,,,,13,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/vpr/Covid-19-Vaccination-Update-3-4-2021.pdf
Bangladesh,BGD,02-02-2021,,,,,2266,,,,14,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/vpr/Covid-19-Vaccination-Update-3-4-2021.pdf
Bangladesh,BGD,03-02-2021,,,,,2700,,,,16,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/vpr/Covid-19-Vaccination-Update-3-4-2021.pdf
Bangladesh,BGD,04-02-2021,,,,,3059,,,,19,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/vpr/Covid-19-Vaccination-Update-3-4-2021.pdf
Bangladesh,BGD,05-02-2021,,,,,3059,,,,19,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/vpr/Covid-19-Vaccination-Update-3-4-2021.pdf
Bangladesh,BGD,06-02-2021,,,,,3059,,,,19,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/vpr/Covid-19-Vaccination-Update-3-4-2021.pdf
Bangladesh,BGD,07-02-2021,31160,31160,,,3059,0.02,0.02,,19,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/vpr/Covid-19-Vaccination-Update-3-4-2021.pdf
Bangladesh,BGD,08-02-2021,,,,,13205,,,,80,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/vpr/Covid-19-Vaccination-Update-3-4-2021.pdf
Bangladesh,BGD,09-02-2021,179318,179318,,,23351,0.11,0.11,,142,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/vpr/Covid-19-Vaccination-Update-3-4-2021.pdf
Bangladesh,BGD,10-02-2021,337769,337769,,158451,45549,0.21,0.21,,277,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/vpr/Covid-19-Vaccination-Update-3-4-2021.pdf
Bangladesh,BGD,11-02-2021,,,,,64108,,,,389,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/vpr/Covid-19-Vaccination-Update-3-4-2021.pdf
Bangladesh,BGD,12-02-2021,,,,,82667,,,,502,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/vpr/Covid-19-Vaccination-Update-3-4-2021.pdf
Bangladesh,BGD,13-02-2021,736680,736680,,,101226,0.45,0.45,,615,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/vpr/Covid-19-Vaccination-Update-3-4-2021.pdf
Bangladesh,BGD,14-02-2021,906033,906033,,169353,124982,0.55,0.55,,759,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/vpr/Covid-19-Vaccination-Update-3-4-2021.pdf
Bangladesh,BGD,15-02-2021,1132711,1132711,,226678,146782,0.69,0.69,,891,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/vpr/Covid-19-Vaccination-Update-3-4-2021.pdf
Bangladesh,BGD,16-02-2021,1359613,1359613,,226902,168614,0.83,0.83,,1024,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/vpr/Covid-19-Vaccination-Update-3-4-2021.pdf
Bangladesh,BGD,17-02-2021,1586368,1586368,,226755,178371,0.96,0.96,,1083,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/vpr/Covid-19-Vaccination-Update-3-4-2021.pdf
Bangladesh,BGD,18-02-2021,1848313,1848313,,261945,196796,1.12,1.12,,1195,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/vpr/Covid-19-Vaccination-Update-3-4-2021.pdf
Bangladesh,BGD,19-02-2021,,,,,194555,,,,1181,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/vpr/Covid-19-Vaccination-Update-3-4-2021.pdf
Bangladesh,BGD,20-02-2021,2082877,2082877,,,192314,1.26,1.26,,1168,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/vpr/Covid-19-Vaccination-Update-3-4-2021.pdf
Bangladesh,BGD,21-02-2021,,,,,184212,,,,1119,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/vpr/Covid-19-Vaccination-Update-3-4-2021.pdf
Bangladesh,BGD,22-02-2021,2308157,2308157,,,167921,1.4,1.4,,1020,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/vpr/Covid-19-Vaccination-Update-3-4-2021.pdf
Bangladesh,BGD,23-02-2021,2491053,2491053,,182896,161634,1.51,1.51,,981,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/vpr/Covid-19-Vaccination-Update-3-4-2021.pdf
Bangladesh,BGD,24-02-2021,2673038,2673038,,181985,155239,1.62,1.62,,943,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/vpr/Covid-19-Vaccination-Update-3-4-2021.pdf
Bangladesh,BGD,25-02-2021,2850940,2850940,,177902,143232,1.73,1.73,,870,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/vpr/Covid-19-Vaccination-Update-3-4-2021.pdf
Bangladesh,BGD,26-02-2021,,,,,136037,,,,826,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/vpr/Covid-19-Vaccination-Update-3-4-2021.pdf
Bangladesh,BGD,27-02-2021,2984773,2984773,,,128842,1.81,1.81,,782,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/vpr/Covid-19-Vaccination-Update-3-4-2021.pdf
Bangladesh,BGD,28-02-2021,3110525,3110525,,125752,130715,1.89,1.89,,794,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/vpr/Covid-19-Vaccination-Update-3-4-2021.pdf
Bangladesh,BGD,01-03-2021,,,,,131123,,,,796,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/vpr/Covid-19-Vaccination-Update-3-4-2021.pdf
Bangladesh,BGD,02-03-2021,3341505,3341505,,,121493,2.03,2.03,,738,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/vpr/Covid-19-Vaccination-Update-3-4-2021.pdf
Bangladesh,BGD,03-03-2021,,,,,112614,,,,684,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/vpr/Covid-19-Vaccination-Update-3-4-2021.pdf
Bangladesh,BGD,04-03-2021,3581169,3581169,,,104318,2.17,2.17,,633,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/vpr/Covid-19-Vaccination-Update-3-4-2021.pdf
Bangladesh,BGD,05-03-2021,,,,,99568,,,,605,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/vpr/Covid-19-Vaccination-Update-3-4-2021.pdf
Bangladesh,BGD,06-03-2021,,,,,94817,,,,576,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/vpr/Covid-19-Vaccination-Update-3-4-2021.pdf
Bangladesh,BGD,07-03-2021,3682152,3682152,,,81661,2.24,2.24,,496,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/vpr/Covid-19-Vaccination-Update-3-4-2021.pdf
Bangladesh,BGD,08-03-2021,,,,,88863,,,,540,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/vpr/Covid-19-Vaccination-Update-3-4-2021.pdf
Bangladesh,BGD,09-03-2021,4013963,4013963,,,96065,2.44,2.44,,583,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/vpr/Covid-19-Vaccination-Update-3-4-2021.pdf
Bangladesh,BGD,10-03-2021,,,,,93530,,,,568,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/vpr/Covid-19-Vaccination-Update-3-4-2021.pdf
Bangladesh,BGD,11-03-2021,4218127,4218127,,,90994,2.56,2.56,,553,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/vpr/Covid-19-Vaccination-Update-3-4-2021.pdf
Bangladesh,BGD,12-03-2021,,,,,94755,,,,575,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/vpr/Covid-19-Vaccination-Update-3-4-2021.pdf
Bangladesh,BGD,13-03-2021,,,,,98516,,,,598,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/vpr/Covid-19-Vaccination-Update-3-4-2021.pdf
Bangladesh,BGD,14-03-2021,4398094,4398094,,,102277,2.67,2.67,,621,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/vpr/Covid-19-Vaccination-Update-3-4-2021.pdf
Bangladesh,BGD,15-03-2021,,,,,91598,,,,556,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/vpr/Covid-19-Vaccination-Update-3-4-2021.pdf
Bangladesh,BGD,16-03-2021,4580391,4580391,,,80918,2.78,2.78,,491,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/vpr/Covid-19-Vaccination-Update-3-4-2021.pdf
Bangladesh,BGD,17-03-2021,,,,,74009,,,,449,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/vpr/Covid-19-Vaccination-Update-3-4-2021.pdf
Bangladesh,BGD,18-03-2021,4687824,4687824,,,67100,2.85,2.85,,407,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/vpr/Covid-19-Vaccination-Update-3-4-2021.pdf
Bangladesh,BGD,19-03-2021,,,,,63738,,,,387,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/vpr/Covid-19-Vaccination-Update-3-4-2021.pdf
Bangladesh,BGD,20-03-2021,4760747,4760747,,,60377,2.89,2.89,,367,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/vpr/Covid-19-Vaccination-Update-3-4-2021.pdf
Bangladesh,BGD,21-03-2021,,,,,62604,,,,380,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/vpr/Covid-19-Vaccination-Update-3-4-2021.pdf
Bangladesh,BGD,22-03-2021,4911902,4911902,,,60380,2.98,2.98,,367,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/vpr/Covid-19-Vaccination-Update-3-4-2021.pdf
Bangladesh,BGD,23-03-2021,,,,,58584,,,,356,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/vpr/Covid-19-Vaccination-Update-3-4-2021.pdf
Bangladesh,BGD,24-03-2021,5069049,5069049,,,62134,3.08,3.08,,377,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/vpr/Covid-19-Vaccination-Update-3-4-2021.pdf
Bangladesh,BGD,25-03-2021,5139456,5139456,,70407,64519,3.12,3.12,,392,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/vpr/Covid-19-Vaccination-Update-3-4-2021.pdf
Bangladesh,BGD,26-03-2021,,,,,65747,,,,399,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/vpr/Covid-19-Vaccination-Update-3-4-2021.pdf
Bangladesh,BGD,27-03-2021,,,,,66974,,,,407,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/vpr/Covid-19-Vaccination-Update-3-4-2021.pdf
Bangladesh,BGD,28-03-2021,,,,,62614,,,,380,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/vpr/Covid-19-Vaccination-Update-3-4-2021.pdf
Bangladesh,BGD,29-03-2021,5319679,5319679,,,58254,3.23,3.23,,354,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/vpr/Covid-19-Vaccination-Update-3-4-2021.pdf
Bangladesh,BGD,30-03-2021,,,,,50654,,,,308,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/vpr/Covid-19-Vaccination-Update-3-4-2021.pdf
Bangladesh,BGD,31-03-2021,5370431,5370431,,,43055,3.26,3.26,,261,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/vpr/Covid-19-Vaccination-Update-3-4-2021.pdf
Bangladesh,BGD,01-04-2021,,,,,36911,,,,224,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/vpr/Covid-19-Vaccination-Update-3-4-2021.pdf
Bangladesh,BGD,02-04-2021,,,,,34389,,,,209,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/vpr/Covid-19-Vaccination-Update-3-4-2021.pdf
Bangladesh,BGD,03-04-2021,5452634,5452634,,,31867,3.31,3.31,,193,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/vpr/Covid-19-Vaccination-Update-3-4-2021.pdf
Barbados,BRB,15-02-2021,4490,4490,,,,1.56,1.56,,,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/moh.barbados/photos/a.768944336470972/4073960082636031
Barbados,BRB,16-02-2021,6683,6683,,2193,2193,2.33,2.33,,7631,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/moh.barbados/photos/a.768944336470972/4073960082636031
Barbados,BRB,17-02-2021,9115,9115,,2432,2312,3.17,3.17,,8045,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/moh.barbados/photos/a.768944336470972/4073960082636031
Barbados,BRB,18-02-2021,11494,11494,,2379,2335,4,4,,8125,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/moh.barbados/photos/a.768944336470972/4073960082636031
Barbados,BRB,19-02-2021,14411,14411,,2917,2480,5.01,5.01,,8630,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/moh.barbados/photos/a.768944336470972/4073960082636031
Barbados,BRB,20-02-2021,15837,15837,,1426,2269,5.51,5.51,,7896,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/moh.barbados/photos/a.768944336470972/4073960082636031
Barbados,BRB,21-02-2021,16544,16544,,707,2009,5.76,5.76,,6991,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/moh.barbados/photos/a.768944336470972/4073960082636031
Barbados,BRB,22-02-2021,19089,19089,,2545,2086,6.64,6.64,,7259,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/moh.barbados/photos/a.768944336470972/4073960082636031
Barbados,BRB,23-02-2021,22037,22037,,2948,2193,7.67,7.67,,7631,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/moh.barbados/photos/a.768944336470972/4073960082636031
Barbados,BRB,24-02-2021,25578,25578,,3541,2352,8.9,8.9,,8185,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/moh.barbados/photos/a.768944336470972/4073960082636031
Barbados,BRB,25-02-2021,29283,29283,,3705,2541,10.19,10.19,,8842,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/moh.barbados/photos/a.768944336470972/4073960082636031
Barbados,BRB,26-02-2021,33633,33633,,4350,2746,11.7,11.7,,9556,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/moh.barbados/photos/a.768944336470972/4073960082636031
Barbados,BRB,27-02-2021,36749,36749,,3116,2987,12.79,12.79,,10394,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/moh.barbados/photos/a.768944336470972/4073960082636031
Barbados,BRB,28-02-2021,38615,38615,,1866,3153,13.44,13.44,,10972,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/moh.barbados/photos/a.768944336470972/4073960082636031
Barbados,BRB,01-03-2021,41125,41125,,2510,3148,14.31,14.31,,10954,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/moh.barbados/photos/a.768944336470972/4073960082636031
